Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
26666534,2011-07-14 15:25:38.0000001,14.9,2011-07-14 15:25:38 UTC,-74.013428,40.702485,-73.98525699999999,40.742993,1
24020407,2011-03-03 22:41:00.0000009,13.7,2011-03-03 22:41:00 UTC,-73.977438,40.77918,-74.011302,40.723655,1
11751007,2015-01-04 13:10:28.0000006,57.33,2015-01-04 13:10:28 UTC,-73.98457336425781,40.7630729675293,-73.78351593017578,40.64381408691406,1
13746248,2010-11-29 10:10:00.000000166,14.1,2010-11-29 10:10:00 UTC,-73.97930500000001,40.7403,-73.971563,40.786295,4
49652037,2013-06-22 03:44:49.0000002,15.0,2013-06-22 03:44:49 UTC,-73.991715,40.727022,-73.98944200000001,40.768517,2
13687927,2012-04-21 22:47:48.0000002,4.5,2012-04-21 22:47:48 UTC,-73.982711,40.731101,-73.978636,40.724495000000005,1
32461269,2013-10-20 04:32:10.0000001,11.5,2013-10-20 04:32:10 UTC,-73.985683,40.75471,-73.99840999999999,40.718358,2
41743698,2012-02-01 12:58:00.00000014,5.3,2012-02-01 12:58:00 UTC,-73.952715,40.783437,-73.958928,40.772392,1
28638113,2009-09-20 22:06:05.0000006,4.5,2009-09-20 22:06:05 UTC,-73.991383,40.751042,-73.98002199999999,40.749879,1
1697351,2009-12-30 12:19:56.0000006,7.3,2009-12-30 12:19:56 UTC,-73.992339,40.715178,-74.00121800000001,40.731572,1
55175930,2009-11-07 08:48:36.0000001,23.87,2009-11-07 08:48:36 UTC,-73.952339,40.778292,-73.873081,40.77442,1
52400103,2013-04-29 21:56:00.000000253,7.0,2013-04-29 21:56:00 UTC,-74.006585,40.719022,-74.009827,40.706102,5
25760487,2012-12-27 20:14:00.000000107,6.0,2012-12-27 20:14:00 UTC,-73.986762,40.736357,-73.99249,40.724357,1
4132123,2012-08-01 14:49:00.000000157,8.1,2012-08-01 14:49:00 UTC,-73.981285,40.759177,-73.990887,40.750725,1
37083014,2014-10-21 17:53:15.0000004,10.5,2014-10-21 17:53:15 UTC,0.0,0.0,0.0,0.0,1
24965472,2015-06-23 23:04:04.0000005,5.0,2015-06-23 23:04:04 UTC,-73.98017120361328,40.76107025146485,-73.96910858154298,40.76201629638672,5
35067445,2014-03-21 15:09:19.0000001,7.0,2014-03-21 15:09:19 UTC,-73.954954,40.779751,-73.951841,40.766578,1
19583576,2014-01-04 12:33:00.00000070,6.0,2014-01-04 12:33:00 UTC,-73.994585,40.746312,-73.983657,40.743995,5
14126206,2010-04-10 19:02:00.000000260,12.1,2010-04-10 19:02:00 UTC,-73.97551999999999,40.687117,-74.002098,40.722417,2
20829138,2013-10-29 11:07:00.00000067,7.5,2013-10-29 11:07:00 UTC,-73.93310699999999,40.742767,-73.940498,40.747752,1
22354172,2014-08-18 07:41:00.000000120,12.0,2014-08-18 07:41:00 UTC,-73.99152,40.748315000000005,-73.964167,40.765287,1
32260354,2010-02-12 19:28:53.0000007,5.3,2010-02-12 19:28:53 UTC,-73.977503,40.749508,-73.990714,40.745148,1
53607174,2011-10-12 13:36:39.0000004,5.3,2011-10-12 13:36:39 UTC,-73.9815,40.7685,-73.9806,40.7599,3
11385643,2014-03-19 20:41:04.0000004,10.5,2014-03-19 20:41:04 UTC,-73.97519799999999,40.754352,-73.98900400000001,40.726929,1
44107650,2014-11-07 23:32:00.000000242,4.0,2014-11-07 23:32:00 UTC,-73.973167,40.748015,-73.979062,40.746837,1
15267464,2009-12-28 01:13:20.0000001,6.9,2009-12-28 01:13:20 UTC,-73.999169,40.727887,-73.976591,40.732428000000006,2
39525205,2011-08-19 18:39:50.0000001,7.3,2011-08-19 18:39:50 UTC,-73.992775,40.725355,-73.977131,40.748125,2
4063398,2012-05-22 14:30:37.0000003,6.1,2012-05-22 14:30:37 UTC,-73.981016,40.747934,-73.984739,40.751461,1
15920156,2012-02-18 00:09:00.000000219,8.5,2012-02-18 00:09:00 UTC,-73.97457,40.74679,-74.003105,40.733195,1
52045119,2010-07-06 09:40:42.0000001,6.9,2010-07-06 09:40:42 UTC,-73.984513,40.73689,-73.978236,40.754128,1
42636672,2011-11-19 06:26:05.0000001,13.3,2011-11-19 06:26:05 UTC,-73.987583,40.748071,-74.01649599999999,40.709195,1
37709441,2015-02-17 23:18:37.0000001,5.5,2015-02-17 23:18:37 UTC,-73.98017883300781,40.76071166992188,-73.97966766357422,40.75542449951172,5
22969101,2014-01-31 20:18:16.0000006,10.5,2014-01-31 20:18:16 UTC,-73.976377,40.748319,-73.97740300000001,40.732597,1
41865816,2012-02-14 22:11:00.000000162,8.5,2012-02-14 22:11:00 UTC,-73.969117,40.76413,-73.989405,40.740332,1
22150944,2013-04-19 17:04:00.000000127,9.5,2013-04-19 17:04:00 UTC,-73.95458199999999,40.774822,-73.974827,40.783027,1
37429488,2010-07-30 14:11:00.00000012,12.9,2010-07-30 14:11:00 UTC,-73.964153,40.807928,-73.98078199999999,40.763437,2
33149655,2012-06-10 04:05:00.00000038,5.7,2012-06-10 04:05:00 UTC,-73.9725,40.749663,-73.98906,40.752882,1
26716534,2010-11-03 14:11:00.00000051,31.87,2010-11-03 14:11:00 UTC,-73.874545,40.774022,-74.008862,40.734763,1
3091988,2013-09-24 19:14:52.0000002,7.0,2013-09-24 19:14:52 UTC,-73.977003,40.683624,-73.977003,40.683624,1
3052816,2015-01-29 06:56:11.0000005,5.0,2015-01-29 06:56:11 UTC,-73.98841094970702,40.753849029541016,-73.99629974365234,40.74059295654297,1
18218992,2010-03-16 07:46:43.0000003,30.5,2010-03-16 07:46:43 UTC,-73.95860400000001,40.773889,-74.007994,40.712133,2
34372034,2014-10-01 22:33:00.000000164,11.5,2014-10-01 22:33:00 UTC,-73.99079499999999,40.755847,-73.971687,40.787947,6
31740099,2011-11-29 20:21:00.000000115,10.5,2011-11-29 20:21:00 UTC,-73.978945,40.763104,-73.975631,40.786765,4
42645060,2014-06-29 00:17:00.000000126,9.0,2014-06-29 00:17:00 UTC,-73.932117,40.759592,-73.96696999999999,40.762592,1
5347636,2011-07-10 06:45:23.0000002,8.5,2011-07-10 06:45:23 UTC,-74.000063,40.719069,-73.981464,40.750018,1
14297807,2010-02-23 20:45:35.0000003,4.9,2010-02-23 20:45:35 UTC,-73.989191,40.748751,-73.982401,40.742667,1
34556390,2010-06-10 08:57:57.0000004,6.1,2010-06-10 08:57:57 UTC,-73.953343,40.76734,-73.962537,40.766872,1
38642843,2009-03-11 17:52:00.0000003,4.9,2009-03-11 17:52:00 UTC,-73.99923000000001,40.734078,-73.997445,40.745725,2
31711291,2015-03-07 09:12:50.0000002,13.0,2015-03-07 09:12:50 UTC,-73.95968627929686,40.77104568481445,-73.99152374267578,40.74992370605469,1
51647970,2015-04-23 12:14:31.0000001,6.5,2015-04-23 12:14:31 UTC,-73.98109436035155,40.750633239746094,-73.97168731689453,40.7633171081543,1
15010958,2013-01-02 13:28:16.0000002,8.5,2013-01-02 13:28:16 UTC,-73.990032,40.741006,-73.967481,40.752213,1
1259911,2013-01-05 12:48:00.00000046,6.0,2013-01-05 12:48:00 UTC,-73.957122,40.7746,-73.95819300000001,40.78454,5
52510940,2013-09-05 23:16:20.0000004,5.0,2013-09-05 23:16:20 UTC,-74.0042,40.721903000000005,-73.99351800000001,40.727487,2
33498021,2014-02-11 09:14:00.000000187,8.5,2014-02-11 09:14:00 UTC,-73.96621800000001,40.772147,-73.98172199999999,40.767225,1
31308542,2013-07-12 18:11:00.000000102,8.5,2013-07-12 18:11:00 UTC,-73.984413,40.74385,-73.97017,40.759727000000005,1
31362517,2010-12-14 20:14:00.000000139,12.9,2010-12-14 20:14:00 UTC,-73.984252,40.72872,-73.982372,40.764705,2
51403483,2014-05-13 16:40:53.0000002,9.5,2014-05-13 16:40:53 UTC,-73.977471,40.776908,-73.96488199999999,40.791441,1
42783323,2014-11-05 20:00:02.0000002,6.5,2014-11-05 20:00:02 UTC,-73.96453199999999,40.756156,-73.951391,40.77432,1
7492152,2011-12-09 22:38:00.00000010,23.7,2011-12-09 22:38:00 UTC,-73.962165,40.71326,-73.978153,40.778868,2
48113737,2011-10-15 14:04:00.000000117,9.7,2011-10-15 14:04:00 UTC,-73.98561,40.735138,-73.96371500000001,40.770262,4
10082133,2014-10-28 14:52:28.0000002,10.0,2014-10-28 14:52:28 UTC,-73.976421,40.764337,-73.980513,40.770291,1
44399355,2013-04-22 10:50:36.0000002,7.0,2013-04-22 10:50:36 UTC,-73.98838,40.749136,-73.992992,40.753082,1
842292,2013-01-06 18:48:00.000000114,10.5,2013-01-06 18:48:00 UTC,-73.970773,40.761557,-73.99244,40.734657,1
16906720,2014-08-03 22:40:00.00000030,4.5,2014-08-03 22:40:00 UTC,-73.993352,40.752382,-73.99110999999999,40.750085,1
8622413,2010-05-30 20:40:08.0000004,4.1,2010-05-30 20:40:08 UTC,-73.973034,40.790218,-73.965082,40.798101,1
7780587,2015-02-14 03:46:14.0000001,4.0,2015-02-14 03:46:14 UTC,-73.98754119873048,40.75043869018555,-73.99073791503906,40.75122833251953,1
5647506,2013-09-27 15:40:00.00000082,39.33,2013-09-27 15:40:00 UTC,-73.865905,40.770697,-73.865752,40.770912,2
13603534,2014-02-06 11:26:20.0000001,8.5,2014-02-06 11:26:20 UTC,-73.98261600000001,40.746075,-73.990779,40.755808,1
53991203,2011-01-06 00:55:00.00000034,16.1,2011-01-06 00:55:00 UTC,-74.00446,40.730762,-73.96928299999999,40.797898,2
29176085,2011-01-09 17:41:01.0000002,4.9,2011-01-09 17:41:01 UTC,-73.98934,40.730149,-73.97944100000001,40.743895,1
10627228,2010-08-08 14:33:00.00000017,21.7,2010-08-08 14:33:00 UTC,-73.99302800000001,40.72261,-73.87045,40.773668,1
40066222,2014-02-23 17:22:11.0000004,10.5,2014-02-23 17:22:11 UTC,-73.956548,40.77501,-73.981905,40.744816,1
46329167,2009-10-28 10:34:33.0000001,8.5,2009-10-28 10:34:33 UTC,-73.993052,40.740631,-73.974817,40.750232,1
2524945,2011-10-22 19:16:00.00000062,45.0,2011-10-22 19:16:00 UTC,-73.987964,40.728782,-73.78272700000001,40.648812,1
6291709,2012-12-29 12:57:11.0000001,8.0,2012-12-29 12:57:11 UTC,-73.981999,40.758056,-73.984093,40.774821,1
16964315,2011-12-10 12:52:00.000000261,9.3,2011-12-10 12:52:00 UTC,-73.993158,40.747102000000005,-74.008967,40.710995,5
39051962,2011-08-06 21:25:00.00000029,9.7,2011-08-06 21:25:00 UTC,-73.98463199999999,40.742662,-73.962172,40.779247,2
41020707,2009-01-24 07:07:38.0000003,3.7,2009-01-24 07:07:38 UTC,-73.95760600000001,40.758534,-73.95760600000001,40.758534,1
20660975,2009-01-17 10:17:00.00000045,6.5,2009-01-17 10:17:00 UTC,-74.00261,40.733458,-73.986917,40.733655,1
55386097,2012-12-08 10:47:00.000000205,6.5,2012-12-08 10:47:00 UTC,-73.9872,40.766132,-73.98135699999999,40.759617,1
17820233,2009-10-18 15:17:24.0000004,28.67,2009-10-18 15:17:24 UTC,-73.986662,40.725924,-73.870977,40.774023,1
24390059,2012-03-26 13:36:00.000000146,11.7,2012-03-26 13:36:00 UTC,-73.985512,40.746237,-73.98060500000001,40.780157,1
26478313,2014-06-14 18:49:00.000000123,12.5,2014-06-14 18:49:00 UTC,-73.960112,40.817645,-73.929597,40.820257,1
21279157,2013-07-18 11:14:00.000000177,6.5,2013-07-18 11:14:00 UTC,-73.979355,40.784967,-73.968749,40.786206,1
15968447,2013-07-03 23:07:39.0000001,8.5,2013-07-03 23:07:39 UTC,-73.987785,40.728669,-73.988784,40.747703,1
26462672,2012-11-14 14:12:00.00000058,6.0,2012-11-14 14:12:00 UTC,-73.98352299999999,40.768072,-73.98133,40.76219,2
39751534,2014-11-01 13:41:49.0000001,6.0,2014-11-01 13:41:49 UTC,-73.94669,40.800818,-73.940292,40.81462,1
8361345,2013-10-11 13:15:00.000000134,77.25,2013-10-11 13:15:00 UTC,-73.97543,40.7567,-74.183257,40.687982,3
18033816,2011-03-07 18:32:00.000000237,7.3,2011-03-07 18:32:00 UTC,-73.98335300000001,40.73902,-73.997303,40.722402,1
49829544,2011-03-30 21:08:00.000000266,6.1,2011-03-30 21:08:00 UTC,-73.988412,40.72341,-73.97315,40.744152,1
27719008,2012-11-30 22:29:15.0000004,14.0,2012-11-30 22:29:15 UTC,-73.99341700000001,40.719257,-73.958163,40.721643,4
2501307,2010-12-12 08:01:00.00000031,49.57,2010-12-12 08:01:00 UTC,-73.789338,40.64306,-73.978027,40.764883000000005,5
52864780,2012-08-14 06:41:00.00000010,7.7,2012-08-14 06:41:00 UTC,-73.993217,40.72899,-73.992402,40.749567,1
53248625,2012-01-03 14:12:00.00000065,2.5,2012-01-03 14:12:00 UTC,-73.97681,40.752042,-73.97684699999999,40.75203,2
45321351,2014-04-09 17:59:00.000000162,8.0,2014-04-09 17:59:00 UTC,-73.96765699999999,40.759788,-73.95196700000001,40.783802,1
37014998,2012-02-07 23:51:00.0000001,7.7,2012-02-07 23:51:00 UTC,-73.94729,40.71135,-73.957402,40.728702,1
37294685,2014-04-25 23:51:03.0000005,22.0,2014-04-25 23:51:03 UTC,0.0,0.0,0.0,0.0,1
39664251,2014-06-18 23:18:34.0000004,12.5,2014-06-18 23:18:34 UTC,-74.006668,40.740367,-73.976628,40.747737,1
49391300,2012-09-17 19:03:00.000000105,6.0,2012-09-17 19:03:00 UTC,-73.95907199999999,40.767455,-73.954412,40.7784,1
39455153,2012-04-26 14:40:00.000000224,5.3,2012-04-26 14:40:00 UTC,-73.959642,40.777005,-73.950755,40.77917,1
25731223,2010-01-18 21:00:25.0000004,4.5,2010-01-18 21:00:25 UTC,-73.97920699999999,40.764979,-73.966883,40.76573,1
18209325,2014-04-14 10:30:00.000000169,5.0,2014-04-14 10:30:00 UTC,-73.97909,40.744407,-73.97236,40.753637,2
3172252,2011-03-28 10:28:23.0000001,5.3,2011-03-28 10:28:23 UTC,-73.99681600000001,40.722995,-74.003798,40.729881,1
9524171,2011-03-10 08:07:12.0000003,7.7,2011-03-10 08:07:12 UTC,-73.9883,40.748418,-73.977276,40.764339,1
1266869,2012-05-09 18:58:44.0000003,49.8,2012-05-09 18:58:44 UTC,-73.786417,40.647307,-73.975158,40.765128,1
24983792,2010-04-09 11:18:00.00000043,10.5,2010-04-09 11:18:00 UTC,-73.98346,40.78174,-74.005787,40.750625,1
13536952,2013-02-16 21:09:00.000000182,10.0,2013-02-16 21:09:00 UTC,0.0,0.0,0.0,0.0,1
13708837,2014-06-06 21:29:00.000000125,18.5,2014-06-06 21:29:00 UTC,-73.789692,40.644007,-73.815095,40.702612,1
30243385,2013-05-20 07:02:04.0000003,57.33,2013-05-20 07:02:04 UTC,-73.78224,40.644589,-73.973526,40.74804,1
4648812,2012-12-08 11:25:56.0000003,14.5,2012-12-08 11:25:56 UTC,-73.958219,40.769141,-73.99197,40.734682,1
14607220,2013-04-05 10:34:00.00000067,30.0,2013-04-05 10:34:00 UTC,-74.003248,40.67945,-73.97648000000001,40.757562,2
27233376,2013-01-11 13:48:00.000000132,5.0,2013-01-11 13:48:00 UTC,-73.960233,40.770188,-73.966662,40.767577,5
25916455,2010-09-18 20:48:00.000000251,6.1,2010-09-18 20:48:00 UTC,-73.985215,40.768362,-73.8648,40.770362,1
34210899,2012-04-26 13:52:39.0000005,9.7,2012-04-26 13:52:39 UTC,-73.984685,40.759432,-74.007311,40.728677000000005,2
28053100,2011-04-02 18:02:01.0000003,4.1,2011-04-02 18:02:01 UTC,-73.97307099999999,40.764007,-73.978569,40.759646,3
7623187,2012-11-07 07:15:22.0000003,10.5,2012-11-07 07:15:22 UTC,-73.981385,40.724912,-73.98021999999999,40.751408000000005,1
24185041,2013-11-08 21:12:00.00000073,14.0,2013-11-08 21:12:00 UTC,-73.994512,40.746052,-74.013785,40.709567,1
11980121,2010-07-01 21:44:40.0000002,5.3,2010-07-01 21:44:40 UTC,-73.954676,40.720655,-73.94669300000001,40.718216,1
2992600,2014-12-10 23:08:13.0000003,11.0,2014-12-10 23:08:13 UTC,-73.979336,40.754527,-73.945256,40.78309,1
2513389,2011-09-28 14:29:35.0000003,8.1,2011-09-28 14:29:35 UTC,-73.979488,40.762947,-73.997005,40.756207,1
2660507,2012-01-30 13:42:51.0000002,6.9,2012-01-30 13:42:51 UTC,-73.970362,40.764553,-73.954073,40.766945,1
25427952,2013-02-07 14:57:25.0000005,6.5,2013-02-07 14:57:25 UTC,-73.981535,40.780797,-73.97084699999999,40.783248,1
48994944,2009-01-28 17:57:51.0000004,7.1,2009-01-28 17:57:51 UTC,-73.992695,40.734037,-73.983583,40.738174,1
49063962,2012-11-25 00:59:00.000000114,20.0,2012-11-25 00:59:00 UTC,-74.005445,40.74068,-73.97178000000001,40.794737,5
1177164,2009-01-24 19:33:00.000000215,6.1,2009-01-24 19:33:00 UTC,-73.951853,40.799145,-73.949217,40.788218,1
23042257,2009-03-13 15:49:00.000000184,13.3,2009-03-13 15:49:00 UTC,-73.98286800000001,40.726822,-73.954848,40.707395,1
27290711,2010-10-28 17:45:00.00000020,12.9,2010-10-28 17:45:00 UTC,-73.97856800000001,40.75253,-73.974797,40.764433,1
13273450,2011-02-27 04:41:20.0000002,12.1,2011-02-27 04:41:20 UTC,-73.98334799999999,40.730354,-74.00967800000001,40.705854,1
9505672,2010-11-02 07:08:00.00000042,9.7,2010-11-02 07:08:00 UTC,-73.994062,40.751507,-73.962282,40.77607,2
29679661,2011-02-13 00:30:41.0000001,12.9,2011-02-13 00:30:41 UTC,-73.964352,40.802253,-73.984967,40.752825,2
11269747,2009-08-12 08:06:48.0000002,4.5,2009-08-12 08:06:48 UTC,-73.979431,40.761826,-73.984526,40.759339,1
35910548,2010-07-04 20:24:43.0000001,7.7,2010-07-04 20:24:43 UTC,-73.974915,40.756552,-73.988571,40.748452,1
10612004,2010-01-26 20:12:00.00000081,6.5,2010-01-26 20:12:00 UTC,-73.97195,40.764905,-73.990922,40.750668,2
10817934,2014-06-28 08:59:00.00000064,5.0,2014-06-28 08:59:00 UTC,-73.99319799999999,40.73675,-74.002285,40.740545,1
1343752,2010-04-01 09:36:00.000000199,4.9,2010-04-01 09:36:00 UTC,-73.991547,40.749455,-73.990142,40.739293,5
17390615,2010-01-24 16:05:00.00000068,6.9,2010-01-24 16:05:00 UTC,-73.97895,40.747373,-73.970672,40.75546,1
48026540,2011-02-12 19:10:00.000000117,7.3,2011-02-12 19:10:00 UTC,-73.955697,40.784835,-73.950687,40.769062,2
22032696,2011-10-11 17:27:50.0000002,6.9,2011-10-11 17:27:50 UTC,-73.960673,40.781311,-73.967065,40.800996000000005,3
53138162,2013-05-05 00:01:15.0000002,7.0,2013-05-05 00:01:15 UTC,-73.977528,40.749761,-73.992002,40.759213,1
48793536,2010-11-23 10:58:10.0000001,4.1,2010-11-23 10:58:10 UTC,-73.97805100000001,40.745831,-73.972305,40.753513,1
42838713,2013-10-25 14:54:00.00000076,9.5,2013-10-25 14:54:00 UTC,-73.989012,40.74293,-73.973293,40.751837,3
16407582,2013-12-08 00:54:35.0000001,23.0,2013-12-08 00:54:35 UTC,-73.997275,40.714646,-73.98583599999999,40.760859,1
37421738,2014-01-17 15:10:12.0000004,11.5,2014-01-17 15:10:12 UTC,-74.006844,40.730244,-73.999789,40.755009,1
39182808,2014-11-22 22:35:00.000000106,15.5,2014-11-22 22:35:00 UTC,-73.988623,40.778212,-73.943867,40.820170000000005,1
25896146,2012-07-11 03:32:12.0000001,8.9,2012-07-11 03:32:12 UTC,-73.99261700000001,40.72441,-74.01189000000001,40.707575,1
47426930,2009-09-09 13:17:37.0000001,3.7,2009-09-09 13:17:37 UTC,-74.00394,40.747532,-73.996381,40.747992,1
33276194,2011-10-06 00:57:00.00000029,7.7,2011-10-06 00:57:00 UTC,-74.00651500000001,40.739453000000005,-73.983468,40.739032,1
34484354,2014-08-23 04:31:00.00000048,26.5,2014-08-23 04:31:00 UTC,-74.00001800000001,40.73855,-73.944397,40.814192,2
37702379,2012-06-05 04:10:12.0000001,10.1,2012-06-05 04:10:12 UTC,-73.954204,40.770354,-73.94545,40.778567,1
12490332,2011-06-27 18:51:35.0000001,18.5,2011-06-27 18:51:35 UTC,-74.013832,40.715321,-73.968491,40.761841,1
39597261,2009-07-08 22:39:00.000000139,7.3,2009-07-08 22:39:00 UTC,-73.986747,40.733855,-73.96459499999999,40.760655,4
31355994,2011-10-20 11:25:15.0000004,8.1,2011-10-20 11:25:15 UTC,-73.963443,40.757259000000005,-73.95168000000001,40.784808,1
51117886,2011-08-10 09:06:55.0000003,16.5,2011-08-10 09:06:55 UTC,-73.985283,40.760673,-74.016582,40.704616,1
352582,2013-04-15 09:26:21.0000003,19.0,2013-04-15 09:26:21 UTC,-73.97914,40.763582,-74.005522,40.72558,3
5807453,2012-02-10 08:31:00.000000124,15.7,2012-02-10 08:31:00 UTC,-74.012275,40.702692,-73.956775,40.762502000000005,2
36323079,2011-10-11 22:58:31.0000005,7.3,2011-10-11 22:58:31 UTC,-73.992347,40.758763,-74.002872,40.734329,1
9710832,2014-01-30 20:45:00.00000044,7.0,2014-01-30 20:45:00 UTC,-73.966762,40.764185,-73.956827,40.780875,2
1484872,2010-09-18 01:00:00.000000136,12.9,2010-09-18 01:00:00 UTC,-73.965088,40.759433,-73.977712,40.761592,1
33895026,2009-05-23 15:43:00.000000153,5.3,2009-05-23 15:43:00 UTC,-73.979737,40.761953000000005,-73.97630699999999,40.775532,5
24290078,2011-07-22 08:49:00.000000122,5.7,2011-07-22 08:49:00 UTC,-74.0068,40.735692,-73.991188,40.73949,5
52657259,2011-12-26 23:49:43.0000002,5.3,2011-12-26 23:49:43 UTC,-73.988948,40.733874,-73.99991,40.743953000000005,1
30879290,2013-03-10 15:35:00.0000002,38.33,2013-03-10 15:35:00 UTC,-73.868995,40.770590000000006,-73.976162,40.775767,1
33213407,2009-02-20 12:46:00.00000096,4.1,2009-02-20 12:46:00 UTC,-73.95360699999999,40.785178,-73.954275,40.778968,1
52008143,2010-08-05 14:18:25.0000003,16.1,2010-08-05 14:18:25 UTC,-73.98205899999999,40.771198,-73.93904,40.828796,1
36398426,2011-11-11 12:53:00.00000088,4.9,2011-11-11 12:53:00 UTC,-73.952642,40.778607,-73.95859200000001,40.768617,6
2439724,2012-01-15 16:39:00.000000198,8.5,2012-01-15 16:39:00 UTC,-73.98272,40.739317,-74.00546800000001,40.726515,5
5574944,2013-06-21 18:15:00.000000136,16.0,2013-06-21 18:15:00 UTC,-73.963842,40.80303,-73.963675,40.764415,1
6708695,2011-05-19 20:14:16.0000007,8.1,2011-05-19 20:14:16 UTC,-74.00028,40.762574,-73.98261,40.762022,1
42209141,2015-06-30 14:23:47.0000006,11.0,2015-06-30 14:23:47 UTC,-73.99003601074219,40.74067687988281,-73.99512481689453,40.71792221069336,1
52224781,2014-05-17 20:10:00.000000183,7.5,2014-05-17 20:10:00 UTC,-73.9937,40.729057,-73.99313199999999,40.747287,5
53385407,2010-08-30 17:15:00.00000099,5.7,2010-08-30 17:15:00 UTC,-73.999588,40.762993,-73.98464200000001,40.767448,1
29637273,2014-09-19 08:11:00.0000002,7.0,2014-09-19 08:11:00 UTC,-73.97811800000001,40.75384,-73.988772,40.753487,5
25512860,2012-07-19 10:48:00.000000107,6.9,2012-07-19 10:48:00 UTC,-73.997135,40.722472,-74.000863,40.73377,1
51390183,2013-07-16 09:26:00.000000104,5.5,2013-07-16 09:26:00 UTC,-73.952567,40.778372,-73.94919499999999,40.784532,1
11211341,2009-10-15 17:48:15.0000003,16.1,2009-10-15 17:48:15 UTC,-73.974456,40.790757,-73.94629,40.830364,1
8250824,2010-01-28 22:08:00.000000181,13.7,2010-01-28 22:08:00 UTC,-73.89917,40.755307,-73.89917,40.755307,1
32440635,2013-05-07 21:08:36.0000001,12.0,2013-05-07 21:08:36 UTC,-73.970186,40.757648,-73.99475600000001,40.723093,1
